EAN;Menor preço (R$);Origem;Produto;Link;Drogaven;Drogal;DrogaRaia
7891800276527;22.29;Drogaven;Esparadrapo Impermeável Cremer branco 5cm x 4,5m;https://www.drogaven.com.br/esparadrapo-impermeavel-cremer-branco-5cm-x-45m/p;22.29;0.0;0.0
7891150059672;29.05;Drogal;Condicionador Love Beauty And Planet Cachos e Crespos Lindos 300ml;https://www.drogal.com.br/condicionador-love-beauty-and-planet-curls-intensify-300ml/p;0.0;29.05;0.0
7896112123033;35.29;Drogal;Cloridrato de Clindamicina Teuto 300mg 16 Cápsulas Gelatinosas Duras;https://www.drogal.com.br/cloridrato-de-clindamicina-teuto-300mg-16-capsulas-gelatinosas-duras/p;0.0;35.29;0.0
7899852021638;38.25;Drogal;Paleta de Sombras Vult Essentials Rose 3g;https://www.drogal.com.br/paleta-de-sombras-vult-essentials-rose-3g/p;0.0;38.25;0.0
7898569760458;19.9;Drogal;Rosuvastatina Cálcica 10mg Althaia 30 Comprimidos Revestidos;https://www.drogal.com.br/rosuvastatinacalcica10mg30comprimidosalthaia/p;0.0;19.9;0.0
7896676410211;37.49;Drogal;Neural (C1) 25mg caixa com 30 cápsulas;https://www.drogal.com.br/neural-25mg-30-cpr-c1/p;0.0;37.49;0.0
7891150095595;27.43;Drogaven;Condicionador Dove Bond Repair Reparação Intensa 250ml;https://www.drogaven.com.br/condicionador-dove-250ml-bond/p;27.43;0.0;0.0
7896311764785;10.65;Drogal;Barra de Proteína Integralmedica Crisp Cheesecake de Frutas Vermelhas 45g;https://www.drogal.com.br/barra-de-proteina-integralmedica-crisp-cheesecake-de-frutas-vermelhas-45g/p;10.68;10.65;0.0
7896230301412;14.35;Drogal;Água Oxigenada Adv Farma 10 Volumes Spray 100ml;https://www.drogal.com.br/agua-oxigenada-adv-farma-10-volumes-spray-100ml/p;0.0;14.35;0.0
7896663327997;29.3;Drogaven;Propomax Noite camomila e melissa, frasco com 140mL;https://www.drogaven.com.br/propomax-noite-apis-flora-140ml/p;29.3;0.0;0.0
7500435129367;22.53;Drogaven;Desodorante Antitranspirante Feminino Secret Invisible Lavender gel, stick com 45g;https://www.drogaven.com.br/desodorante-antitranspirante-feminino-secret-invisible-lavender-gel-stick-com-45g/p;22.53;0.0;0.0
7897595901309;16.27;Drogaven;Puran T4 25mcg, 30 comprimidos;https://www.drogaven.com.br/puran-t4-25mcg-30-comprimidos/p;16.27;0.0;0.0
7896006298526;37.43;Drogal;Vodol 20mg/g Creme Dermatológico 28g;https://www.drogal.com.br/vodol-creme-28g/p;0.0;37.43;0.0
7891010781668;5.65;Drogal;"Sabonete em Barra Johnson&apos;s Baby Hora do Sono 80g";https://www.drogal.com.br/sabonete-em-barra-johnsons-baby-hora-do-sono-80g/p;5.87;5.65;0.0
3282770393477;268.17;Drogaven;Sérum Facial Iluminador Intensivo Avène Vitamin Activ CG 30ml;https://www.drogaven.com.br/avene-serum-vitamin-activ-cg-iluminador-intensivo-30ml/p;268.17;0.0;0.0
7891150099937;9.9;Drogal;Sorvete Kibon Tablito 3 Chocolates 61g;https://www.drogal.com.br/sorvete-kibon-tablito-3-chocolates-61g/p;0.0;9.9;0.0
7896014140633;24.99;Drogal;"Coloração Imédia Excellence L&apos;Oreal Creme 8 Louro Claro";https://www.drogal.com.br/coloracao-imedia-excellence-loreal-creme-8-louro-claro/p;28.12;24.99;0.0
7896004708607;45.99;Drogal;Cloridrato de Tramadol 100mg/ml Germed Solução Oral 15ml;https://www.drogal.com.br/cloridrato-de-tramadol-100mg-germed-solucao-oral-15ml/p;0.0;45.99;0.0
7896637024020;144.09;Drogal;Inibina 10mg 30 Comprimidos;https://www.drogal.com.br/inibina-10mg-30-comprimidos/p;149.91;144.09;0.0
7908236801213;56.79;Drogal;Inspra 25mg 30 Comprimidos Revestidos;https://www.drogal.com.br/inspra-25mg-30-comprimidos-revestidos/p;62.27;56.79;0.0
7896112108627;35.19;Drogal;Biolágrima 0,15% Solução Oftálmica Estéril 10ml;https://www.drogal.com.br/biolagrima-015-solucao-oftalmica-esteril-10ml/p;0.0;35.19;0.0
5413787037797;74.9;Drogal;Zyxem 5mg/ml Solução Oral Gotas 20ml;https://www.drogal.com.br/zyxem-5mg-ml-solucao-oral-20ml/p;88.27;74.9;0.0
7896206402877;122.95;Drogaven;Selozok 100mg, 30 comprimidos de liberação controlada;https://www.drogaven.com.br/selozok-100mg-30-comprimidos-de-liberacao-controlada/p;122.95;0.0;0.0
7896226506371;50.69;Drogal;Prolopa BD 100/25mg 30 Comprimidos;https://www.drogal.com.br/prolopa-bd-100-25mg-30-comprimidos/p;57.97;50.69;0.0
7896112409410;68.19;Drogal;Doble 15mg 30 Comprimidos;https://www.drogal.com.br/doble-15mg-30-comprimidos/p;0.0;68.19;0.0
7898040322120;43.79;Drogal;Ultrafer 50mg solução oral frasco gotejador com 30ml;https://www.drogal.com.br/ultrafer-50mg-sol-oral-30ml/p;44.06;43.79;0.0
7908785422099;37.69;Drogal;Creme Hidratante Facial Antimanchas Garnier Vitamina C Toque Seco 85g;https://www.drogal.com.br/creme-hidratante-facial-antimanchas-garnier-vitamina-c-toque-seco-85g/p;38.21;37.69;0.0
7896004728858;17.99;Drogal;Rosuvastatina Cálcica 20mg EMS 30 Comprimidos Revestidos;https://www.drogal.com.br/rosuvastatina-calcica-20mg-ems-30-comprimidos-revestidos/p;0.0;17.99;0.0
7896676438239;55.09;Drogal;Dermazine 10mg/g Creme Dermatológico 50g;https://www.drogal.com.br/dermazine-10mg-g-creme-dermatologico--50g/p;0.0;55.09;0.0
7891033718641;57.56;Drogaven;BRONZEADOR AUSTRALIAN GOLD INST BRONZER FPS15 SPRAY 237ML...;https://www.drogaven.com.br/bronzeador-australian-gold-inst-bronzer-fps15-spray-237ml/p;57.56;0.0;0.0
7896112452461;48.99;Drogaven;Ad-Muc 100mg/g, bisnaga com 10g de pomada de uso bucal;https://www.drogaven.com.br/ad-muc-100mgg-bisnaga-com-10g-de-pomada-de-uso-bucal/p;48.99;0.0;0.0
7896181915027;10.39;Drogal;Carvedilol 3,125mg Biosintética 30 Comprimidos;https://www.drogal.com.br/carvedilol-3125mg-biosintetica-30-comprimidos/p;31.17;10.39;0.0
7894916505673;84.99;Drogal;Ceclor BD 500mg 10 Comprimidos Revestidos de Liberação Prolongada;https://www.drogal.com.br/ceclor-bd-500mg-10-comprimidos-revestidos-de-liberacao-prolongada/p;0.0;84.99;0.0
7896015591786;19.89;Drogal;"Creme Dental Sensodyne Sensibilidade &amp; Gengivas 100g";https://www.drogal.com.br/creme-dental-sensodyne-sensibilidade-gengivas-100g/p;22.62;19.89;0.0
7896311708451;62.09;Drogal;Suplemento Alimentar Glutamina Isolada Integralmedica 300g;https://www.drogal.com.br/suplemento-alimentar-glutamina-isolada-integralmedica-300g/p;78.3;62.09;0.0
7896094904118;12.23;Drogaven;Lacto-Purga 5mg, 16 comprimidos revestidos;https://www.drogaven.com.br/lacto-purga-5mg-16-comprimidos-revestidos/p;12.23;0.0;0.0
7898636191802;30.17;Drogaven;Água Micelar Cicatricure 380ml;https://www.drogaven.com.br/cicatricure-agua-micelar-5x1-380ml/p;30.17;0.0;0.0
7896094929401;12.73;Drogaven;Descon Maleato de Bronfeniramina 2mg + Cloridrato de Fenilefrina 2,5mg Sabor Uva Gotas 20ml;https://www.drogaven.com.br/descon-gotas-20ml/p;12.73;0.0;0.0
7891182032841;4.89;Drogaven;Esmalte Cremoso Risqué nude;https://www.drogaven.com.br/esmalte-cremoso-risque-nude/p;4.89;0.0;0.0
7891150088375;11.46;Drogaven;Creme para Pentear Seda Boom Volume Máximo 350mL;https://www.drogaven.com.br/creme-para-pentear-seda-boom-volume-maximo-350ml/p;11.46;0.0;0.0
7896094928077;19.49;Drogal;Buclina 25mg com 30 comprimidos;https://www.drogal.com.br/buclina-25mg-30-cpr/p;0.0;19.49;0.0
7896548133613;11.69;Drogal;Claroft 0,12mg/ml Solução Oftálmica Estéril 15ml;https://www.drogal.com.br/claroft-012mgml-solucao-oftalmica-esteril-15ml/p;0.0;11.69;0.0
7898430192876;62.35;Drogal;Dprev 2.000ui 60 Comprimidos Revestidos;https://www.drogal.com.br/dprev-2000ui-60-comprimidos-revestidos/p;64.7;62.35;0.0
7891350034929;10.77;Drogaven;GEL NY LOOKS 240G GARRAFINHA INCOLOR MEDIA 1;https://www.drogaven.com.br/gel-ny-looks-240g-garrafinha-incolor-media-1/p;10.77;0.0;0.0
7896671692070;31.69;Drogal;Shampoo Flores e Vegetais Blond Violeta Matizante 310ml;https://www.drogal.com.br/shampoo-flores-e-vegetais-blond-violeta-matizante-310ml/p;31.74;31.69;0.0
7891150068551;13.5;Drogal;Sabonete em Barra Rexona Antibacterial Limpeza Profunda 6 Unidades 84g Cada;https://www.drogal.com.br/sabonete-em-barra-rexona-limpeza-profunda-6-unidades-84g-cada/p;0.0;13.5;0.0
7899852025896;16.89;Drogal;Condicionador Intensivo Vult Cabelos Óleos Poderosos Nutrição 325ml;https://www.drogal.com.br/condicionador-intensivo-vult-cabelos-oleos-poderosos-nutricao-325ml/p;24.3;16.89;0.0
7891106915151;8.62;Drogaven;ASPIRINA C 2CPR EFERV LIMAO;https://www.drogaven.com.br/aspirina-c-2cpr-eferv-limao/p;8.62;0.0;0.0
7896004711508;12.29;Drogal;Nitrazepam - Germed Pharma 5mg caixa com 20 comprimidos;https://www.drogal.com.br/nitrazepam-5mg20cpggmd-b1/p;0.0;12.29;0.0
7896671601263;31.35;Drogaven;Loção Hidratante Flores & Vegetais Ureia 10% 200g;https://www.drogaven.com.br/locao-hidratante-flores-vegetais-ureia-10-200g/p;31.35;0.0;0.0
7896658036477;134.73;Drogaven;Diosmin 900mg + 100mg, 30 comprimidos revestidos;https://www.drogaven.com.br/diosmin-900mg-100mg-30-comprimidos-revestidos/p;134.73;0.0;0.0
7896512949158;38.15;Drogal;Sabonete Líquido Antisséptico Granado Tradicional 300ml;https://www.drogal.com.br/sabonete-liquido-antisseptico-granado-tradicional-300ml/p;0.0;38.15;0.0
4006000015378;17.29;Drogal;Desodorante Antitranspirante Aerosol Nivea Fresh Sensation 150ml;https://www.drogal.com.br/desodorante-antitranspirante-aerosol-nivea-fresh-sensation-150ml/p;0.0;17.29;0.0
7896061995927;41.89;Drogal;Fralda Babysec Ultrasec Mega Galinha Pintadinha XG 30 Unidades;https://www.drogal.com.br/fralda-babysec-ultrasec-mega-galinha-pintadinha-xg-30-unidades/p;44.65;41.89;0.0
7899026408173;7.25;Drogal;Esmalte Cremoso Colorama Prenda Natural 8ml;https://www.drogal.com.br/esmalte-cremoso-colorama-prenda-natural-8ml/p;0.0;7.25;0.0
7894916510028;94.85;Drogaven;Bramicar HCT 80mg + 25mg, 30 comprimidos;https://www.drogaven.com.br/bramicar-hct-80mg-25mg-30-comprimidos/p;94.85;0.0;0.0
7891182016438;16.29;Drogal;Descolorante em Pó Blondor Clareador Sachê Individual 20g;https://www.drogal.com.br/descolorante-em-po-blondor-clareador-sache-individual-20g/p;0.0;16.29;0.0
7898636190928;55.05;Drogal;Creme de Contorno dos Olhos Cicatricure Rugas, Bolsas e Olheiras 15g;https://www.drogal.com.br/creme-de-contorno-dos-olhos-cicatricure-rugas-bolsas-e-olheiras-15g/p;55.76;55.05;0.0
7896262304351;3.8;Drogaven;Bala Mastigável Mentos fruit 38g;https://www.drogaven.com.br/bala-mastigavel-mentos-fruit-38g/p;3.8;0.0;0.0
7898623952942;12.39;Drogal;Kit Shampoo + Condicionador Salon Line Hidra D-Pantenole Mix de Vitaminas Hidratação Intensa 300ml Cada;https://www.drogal.com.br/salon-line-hidra-original-shampoo-300mlcondicionador-300ml/p;0.0;12.39;0.0
7891721014642;28.36;Drogaven;Euthyrox 25mcg, 50 comprimidos;https://www.drogaven.com.br/euthyrox-25mcg-50-comprimidos/p;28.36;0.0;0.0
7896512922373;16.99;Drogal;Sabonete Líquido de Glicerina Refil Granado Bebê 250ml;https://www.drogal.com.br/sabonete-liquido-de-glicerina-refil-granado-bebe-250ml/p;19.33;16.99;0.0
7897316801390;15.14;Drogaven;Cromolerg 20mg/mL, frasco com 5mL de solução de uso oftálmico;https://www.drogaven.com.br/cromolerg-20mgml-frasco-com-5ml-de-solucao-de-uso-oftalmico/p;15.14;0.0;0.0
7897595900722;14.25;Drogaven;Clorana 50mg, 20 comprimidos;https://www.drogaven.com.br/clorana-50mg-20-comprimidos/p;14.25;0.0;0.0
7896112400387;13.69;Drogal;Cloridrato de Ondansetrona 4mg Biolab 10 Comprimidos Orodispersíveis;https://www.drogal.com.br/cloridrato-de-ondansetrona-4mg-biolab-10-comprimidos/p;28.89;13.69;0.0
7891150094345;24.4;Drogaven;Sérum Fluido Capilar Dove Hidratação 110ml;https://www.drogaven.com.br/serum-fluido-dove-hidratacao-vitaminas-ae-110ml/p;24.4;0.0;0.0
7891024024003;20.57;Drogaven;Sabonete Protex Cuidado Íntimo delicate care, líquido 200mL;https://www.drogaven.com.br/sabonete-protex-cuidado-intimo-delicate-care-liquido-200ml/p;20.57;0.0;0.0
7896009499012;18.61;Drogaven;CENTRUM ESSENCIAL 30CPR;https://www.drogaven.com.br/centrum-essencial-30cpr/p;18.61;0.0;0.0
7891106914178;110.49;Drogal;Yaz Flex 30 Comprimidos Revestidos;https://www.drogal.com.br/yaz-flex-30-comprimidos-revestidos/p;128.75;110.49;0.0
7898430194474;63.29;Drogal;Suplemento Alimentar DPrev Ative 10mcg 30 Comprimidos Revestidos;https://www.drogal.com.br/suplemento-alimentar-dprev-ative-10mcg-30-comprimidos-revestidos/p;72.48;63.29;0.0
7896658016844;71.37;Drogal;Revange 20 Comprimidos Revestidos;https://www.drogal.com.br/revange-20-comprimidos-revestidos/p;0.0;71.37;0.0
7908615092997;41.15;Drogaven;Shampoo Elseve Bond Repair (250mL);https://www.drogaven.com.br/shampoo-elseve-250ml-bond-repair/p;41.15;0.0;0.0
4006000019338;17.29;Drogal;Desodorante Antitranspirante Aerossol Nivea Men Fresh Active 150ml;https://www.drogal.com.br/desodorante-antitranspirante-aerossol-nivea-men-fresh-active-150ml/p;0.0;17.29;0.0
7892828001573;90.09;Drogal;Suplemento Alimentar Triade Osso 30 Comprimidos Revestidos;https://www.drogal.com.br/suplemento-alimentar-triade-osso-30-comprimidos-revestidos/p;98.33;90.09;110.99
7896714218267;8.29;Drogal;Torsilax 12 Comprimidos;https://www.drogal.com.br/torsilax-12-comprimidos/p;15.88;8.29;0.0
4005900036759;10.71;Drogaven;Desodorante Antitranspirante Nivea Men Invisible For Black & White roll-on 50mL;https://www.drogaven.com.br/desodorante-antitranspirante-nivea-men-invisible-for-black-white-roll-on-50ml/p;10.71;0.0;0.0
7896658031892;102.59;Drogal;Biomag 15mg 60 Cápsulas;https://www.drogal.com.br/biomag-15mg-60-capsulas/p;0.0;102.59;0.0
7891317011444;52.99;Drogal;Esc ODT 5mg 30 Comprimidos Orodispersíveis;https://www.drogal.com.br/esc-odt-5mg-30-comprimidos-orodispersiveis/p;0.0;52.99;0.0
7898569761448;92.19;Drogal;Cloridrato de Propafenona - Althaia 300mg com 60 comprimidos revestidos;https://www.drogal.com.br/clor-propafenon-300mg60cgalt/p;0.0;92.19;0.0
7899706159173;74.96;Drogaven;Hidratante Corporal CeraVe creme com 200g;https://www.drogaven.com.br/cerave-creme-hidrat-200g-sem-perf/p;74.96;0.0;0.0
7899852025124;25.95;Drogal;"Sombra&amp;Primer Multifuncional Vult Colors Folia Holográfico 7ml";https://www.drogal.com.br/sombraprimer-multifuncional-vult-colors-folia-holografico-7ml/p;0.0;25.95;0.0
7891317000653;76.79;Drogal;Desve 100mg 30 Comprimidos Revestidos de Liberação Prolongada;https://www.drogal.com.br/desve-100mg-30-comprimidos-revestidos-de-liberacao-prolongada/p;0.0;76.79;0.0
6001159111788;107.7;Drogaven;Óleo Corporal Bio-Oil 200mL;https://www.drogaven.com.br/oleo-corporal-bio-oil-200ml/p;107.7;0.0;0.0
7896714273525;15.19;Drogal;Miorrelax 30 Comprimidos Relaxante Muscular;https://www.drogal.com.br/miorrelax-30-comprimidos-relaxante-muscular/p;20.36;15.19;0.0
7896641808982;95.29;Drogal;Dexilant 30mg 30 Cápsulas Duras de Liberação Retardada;https://www.drogal.com.br/dexilant-30mg-30-capsulas-duras-de-liberacao-retardada/p;114.45;95.29;0.0
7897705203118;2504.02;Drogal;Wegovy 2,4mg/0,75ml Solução Injetável Subcutânea 4 Sistema de Aplicação Preenchido com 4 Doses + 4 Agulhas Descartáveis;https://www.drogal.com.br/wegovy-24mg-075ml-solucao-injetavel-subcutanea-4-sistema-de-aplicacao-preenchido-com-4-doses-4-agulhas-descartaveis/p;0.0;2504.02;0.0
4005900004956;19.99;Drogal;Loção Deo-Hidratante Nivea Soft Milk 400ml;https://www.drogal.com.br/hidratante-desodorante-nivea-soft-milk-400ml/p;22.44;19.99;0.0
7891317421595;124.99;Drogal;Pondera 25mg 20 Comprimidos;https://www.drogal.com.br/pondera-25mg-20-comprimidos/p;0.0;124.99;0.0
7896241265543;44.41;Drogaven;Suprema 2mg + 1mg, 28 comprimidos revestidos;https://www.drogaven.com.br/suprema-2mg-1mg-28-comprimidos-revestidos/p;44.41;0.0;0.0
7897411610620;64.99;Drogal;Benicar 40mg 30 Comprimidos Revestidos;https://www.drogal.com.br/benicar-40mg-30-comprimidos-revestidos/p;78.32;64.99;0.0
7891182016254;17.99;Drogal;Tinta de Cabelo Koleston Castanho Médio 40;https://www.drogal.com.br/tinta-de-cabelo-koleston-castanho-medio-40/p;25.23;17.99;0.0
7896082900276;22.44;Drogaven;Sinustrat 9,0mg/mL, frasco com 30mL de solução de uso nasal;https://www.drogaven.com.br/sinustrat-90mgml-frasco-com-30ml-de-solucao-de-uso-nasal/p;22.44;0.0;0.0
7896006222675;22.29;Drogal;Suplemento Alimentar Florastor Probiótico 1 Bilhão 12 Cápsulas;https://www.drogal.com.br/suplemento-alimentar-florastor-probiotico-1-bilhao-12-capsulas/p;0.0;22.29;0.0
7898430191879;49.29;Drogal;Peg-Lax 17g Pó Para Solução Oral Sabor Limão 14 Envelopes;https://www.drogal.com.br/peg-lax-17g-po-para-solucao-oral-sabor-limao-14-envelopes/p;53.27;49.29;0.0
7896658035975;26.09;Drogaven;Allestra 15 0,015mg + 0,06mg, 28 comprimidos revestidos;https://www.drogaven.com.br/allestra-15-0015mg-006mg-28-comprimidos-revestidos/p;26.09;0.0;0.0
7893454714844;29.79;Drogal;Tylex 500mg + 75mg 12 Comprimidos;https://www.drogal.com.br/tylex-500mg-75mg-12-comprimidos/p;0.0;29.79;0.0
7897322710457;10.79;Drogal;Lisador 4 Comprimidos;https://www.drogal.com.br/lisador-4-comprimidos/p;0.0;10.79;0.0
7891033302031;72.89;Drogal;Máscara de Hidratação Eudora Siàge Hidratação Micelar 250g;https://www.drogal.com.br/mascara-capilar-eudora-siage-hidratacao-micelar-250g/p;0.0;72.89;0.0
7891150079229;11.15;Drogal;Refil Sabonete Liquido de Glicerina Baby Dove Hora de Dormir 180ml;https://www.drogal.com.br/refil-sabonete-liquido-de-glicerina-baby-dove-hora-de-dormir-180ml/p;0.0;11.15;0.0
7896044963509;5.55;Drogal;Álcool Em Gel Higienizante Para Mãos Giovanna Baby Classic 60ml;https://www.drogal.com.br/alcool-em-gel-higienizante-para-maos-giovanna-baby-classic-60ml/p;6.91;5.55;0.0
7896261000797;24.09;Drogal;Voltaren 75mg Solução Injetável 5 Ampolas 3ml Cada;https://www.drogal.com.br/voltaren-75mg-solucao-injetavel-5-ampolas-3ml-cada/p;24.87;24.09;0.0
7896004703428;35.29;Drogal;Amoxicilina 250mg + Clavulanato de Potássio 62,5mg EMS Frasco 75ml;https://www.drogal.com.br/amoxilina-250mg-clavulanato-de-potassio-625mg-ems-frasco-75ml/p;0.0;35.29;0.0
7899852003139;6.29;Drogal;Esmalte Vult 5Free Pé De Amora 8ml;https://www.drogal.com.br/esm-vult-5f-pe-de-amora/p;0.0;6.29;0.0
7896115700040;10.99;Drogal;Gel fixador Cola Condicionante Trálálá Kids Mega Fixação 250g;https://www.drogal.com.br/gel-fixador-cola-condicionante-tralala-kids-mega-fixacao-250g/p;0.0;10.99;0.0
7891010503031;4.65;Drogal;Absorvente Sempre Livre Adapt Suave Sem Abas 8 Unidades;https://www.drogal.com.br/absorvente-sempre-livre-adapt-suave-sem-abas-8-unidades/p;5.87;4.65;0.0
7896018750814;19.5;Drogaven;Condicionador Infantil Huggies Kids Brilho Mágico 360ml;https://www.drogaven.com.br/condicionador-huggies-kids-360ml-cachos/p;19.5;0.0;0.0
7898099063173;2.99;Drogal;Doce de Leite Pingo de Ouro Iceali Tradicional 20g;https://www.drogal.com.br/doce-de-leite-pingo-de-ouro-iceali-tradicional-20g/p;0.0;2.99;0.0
7898074615212;107.39;Drogal;Monuril 3g Granulado para Solução Oral 2 Envelopes;https://www.drogal.com.br/monuril-3g-granulado-para-solucao-oral-2-envelopes/p;0.0;107.39;0.0
7898430192425;104.49;Drogal;Venolise 26,7mg 30 Comprimidos Revestidos;https://www.drogal.com.br/venolise-267mg-30-comprimidos-revestidos/p;118.74;104.49;0.0
7896004710464;21.49;Drogal;Acebrofilina 25mg/5ml EMS Xarope Pediátrico Sabor Framboesa e Menta 120ml + Copo de Medida;https://www.drogal.com.br/acebrofilina-25mg-5ml-ems-xarope-pediatrico-sabor-framboesa-e-menta-120ml-copo-de-medida/p;28.49;21.49;0.0
7896227800829;13.69;Drogal;Salonpas Adesivo Grande 4 Unidades;https://www.drogal.com.br/emplastro-medicinal-salonpas-grande-4-unidades/p;17.38;13.69;0.0
7891800364798;8.39;Drogaven;Esparadrapo Impermeável Cremer branco 1,2cm x 4,5m;https://www.drogaven.com.br/esparadrapo-impermeavel-cremer-branco-12cm-x-45m/p;8.39;0.0;0.0
7896658005763;17.99;Drogal;Prelone 5mg 20 Comprimidos;https://www.drogal.com.br/prelone-5mg-20-comprimidos/p;21.52;17.99;0.0
7893454714325;31.07;Drogaven;Benerva 300mg, 30 comprimidos revestidos;https://www.drogaven.com.br/benerva-300mg-30-comprimidos-revestidos/p;31.07;0.0;0.0
7896004720784;13.89;Drogal;Maleato de Dexclorfeniramina 10mg/g EMS Creme Dermatológico 30g;https://www.drogal.com.br/maleato-de-dexclorfeniramina-10mg-g-ems-creme-dermatologico-30g/p;16.36;13.89;0.0
7896004782577;123.07;Drogaven;Rusovas 10mg, 90 comprimidos revestidos (embalagem fracionável);https://www.drogaven.com.br/rusovas-10mg-90-comprimidos-revestidos-embalagem-fracionavel/p;123.07;0.0;0.0
7898936661012;25.15;Drogal;Pente Fino Dr Pentinho Aço Inoxidavél 1 Unidade;https://www.drogal.com.br/pente-fino-dr-pentinho-aco-inoxidavel-1-unidade/p;0.0;25.15;0.0
7898096577567;32.39;Drogal;Winter AP 8 Cápsulas;https://www.drogal.com.br/winter-ap-8-capsulas/p;34.06;32.39;0.0
